Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Belum Menikah,Over 23 years old,2,Management,Daytime,Secondary education,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Layanan dan Jasa,Belum/Tidak Bekerja,121,Tidak,Tidak,Tidak,Tidak,Laki-laki,Tidak,26,Tidak,0,5,5,2,10,0,0,5,9,0,0,0,10,1,1,Dropout
Belum Menikah,Over 23 years old,1,Management,Evening,Secondary education,100,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Petani/Perikanan/Kehutanan,153,Tidak,Tidak,Iya,Tidak,Laki-laki,Tidak,31,Tidak,0,5,9,0,0,0,0,5,6,0,0,0,12,0,1,Dropout
Belum Menikah,1st phase - general contingent,3,Animation and Multimedia Design,Daytime,Secondary education,139,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Spesialis IT/Teknisi,142,Iya,Tidak,Tidak,Iya,Laki-laki,Iya,20,Tidak,6,12,12,12,14,0,4,11,14,11,14,0,8,1,3,Graduate
Belum Menikah,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,150,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,7th Year (Old),Belum/Tidak Bekerja,Belum/Tidak Bekerja,131,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,19,Tidak,0,6,6,6,11,0,0,6,10,3,12,0,7,2,0,Graduate
Belum Menikah,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,133,Portuguese,Unknown,Higher Education - Degree,Konstruksi/Transportasi,Spesialis Pendidikan,130,Iya,Tidak,Iya,Tidak,Laki-laki,Tidak,23,Tidak,0,5,5,0,0,0,0,5,5,0,0,0,7,2,0,Dropout
Belum Menikah,1st phase - general contingent,6,Nursing,Daytime,Secondary education,119,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Manajemen/Administrasi,115,Iya,Tidak,Tidak,Iya,Laki-laki,Iya,20,Tidak,0,7,14,1,13,0,0,7,15,0,0,0,11,0,2,Dropout
Belum Menikah,Change of institution/course,1,Nursing,Daytime,Secondary education,170,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Tentara,125,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,20,Tidak,0,7,7,7,15,0,7,10,11,9,15,0,11,0,2,Graduate
Belum Menikah,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,133,Portuguese,Unknown,Unknown,Belum/Tidak Bekerja,Belum/Tidak Bekerja,97,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,29,Tidak,0,6,10,0,0,1,0,5,10,0,0,0,7,2,0,Dropout
Belum Menikah,1st phase - general contingent,4,Journalism and Communication,Daytime,Secondary education,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Konstruksi/Transportasi,Konstruksi/Transportasi,134,Iya,Tidak,Tidak,Iya,Laki-laki,Iya,20,Tidak,0,6,6,6,12,0,0,6,8,4,12,0,9,0,-3,Graduate
Belum Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,125,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,118,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,24,Tidak,0,7,7,6,13,0,0,7,7,6,13,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,5,Nursing,Daytime,Secondary education,143,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Manajemen/Administrasi,123,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,18,Tidak,0,7,0,0,0,0,0,8,0,0,0,0,7,2,0,Dropout
Belum Menikah,1st phase - general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,127,Portuguese,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Layanan dan Jasa,Layanan dan Jasa,139,Iya,Tidak,Iya,Tidak,Laki-laki,Iya,18,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,Dropout
Belum Menikah,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,157,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Manajemen/Administrasi,Belum/Tidak Bekerja,138,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,18,Tidak,0,8,8,7,13,0,0,8,8,7,13,0,12,3,-1,Graduate
Belum Menikah,Over 23 years old,1,Agronomy,Daytime,Secondary education,140,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Manajemen/Administrasi,140,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,35,Tidak,0,6,16,4,12,0,0,6,11,3,10,0,13,0,0,Dropout
Belum Menikah,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,128,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,118,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,5,5,0,0,0,0,6,0,0,0,0,8,1,3,Dropout
Belum Menikah,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,145,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Tentara,Layanan dan Jasa,150,Iya,Tidak,Tidak,Iya,Laki-laki,Tidak,18,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,Graduate
Belum Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,132,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Bachelor's Degree,Belum/Tidak Bekerja,Spesialis IT/Teknisi,126,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,7,7,6,12,0,0,7,7,6,12,0,7,2,0,Graduate
Belum Menikah,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,160,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,160,Iya,Tidak,Tidak,Tidak,Laki-laki,Tidak,30,Tidak,4,9,18,6,11,0,1,8,21,4,11,0,15,2,-4,Dropout
Sudah Menikah,Change of course,1,Journalism and Communication,Daytime,Secondary education,160,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Layanan dan Jasa,Belum/Tidak Bekerja,160,Tidak,Tidak,Iya,Tidak,Laki-laki,Tidak,51,Tidak,0,4,4,0,0,0,0,4,4,0,0,0,12,3,-1,Dropout
Belum Menikah,Ordinance No. 854-B/99,1,Veterinary Nursing,Daytime,Secondary education,184,Cape Verdean,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis Pendidikan,Spesialis IT/Teknisi,184,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,18,Iya,0,6,8,6,15,0,0,6,10,5,14,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,149,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Spesialis IT/Teknisi,156,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,Graduate
Belum Menikah,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,146,Portuguese,Higher Education - Degree (1st Cycle),Higher Education - Master (2nd Cycle),Manajemen/Administrasi,Manajemen/Administrasi,150,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,5,Nursing,Daytime,Secondary education,139,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Konstruksi/Transportasi,Konstruksi/Transportasi,126,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,8,8,8,13,0,0,8,8,8,13,0,9,0,-3,Graduate
Belum Menikah,3rd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,121,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Spesialis IT/Teknisi,116,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,23,Tidak,15,17,18,17,11,0,16,17,17,17,12,0,12,0,1,Graduate
Belum Menikah,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,121,Portuguese,Higher Education - Degree,Higher Education - Degree,Spesialis Pendidikan,Spesialis Pendidikan,112,Iya,Tidak,Iya,Tidak,Perempuan,Tidak,18,Tidak,0,6,7,5,12,0,0,6,11,4,11,0,11,0,2,Dropout
Belum Menikah,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,143,Portuguese,Other - 11th Year of Schooling,Other - 11th Year of Schooling,Manajemen/Administrasi,Direktur/Manager,155,Iya,Iya,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,Graduate
Belum Menikah,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,150,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Spesialis Pendidikan,Spesialis IT/Teknisi,153,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,21,Tidak,7,11,15,10,14,0,4,9,15,8,14,0,8,1,3,Graduate
Belum Menikah,Change of course,1,Journalism and Communication,Daytime,Secondary education,126,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Spesialis IT/Teknisi,Belum/Tidak Bekerja,110,Tidak,Tidak,Iya,Iya,Perempuan,Tidak,20,Tidak,0,6,7,6,13,0,0,6,8,6,12,0,12,0,1,Graduate
Belum Menikah,Transfer,1,Veterinary Nursing,Daytime,Secondary education,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,12th Year of Schooling - Not Completed,Manajemen/Administrasi,Manajemen/Administrasi,128,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,24,Tidak,5,11,29,9,12,6,4,10,21,9,12,0,9,0,-3,Graduate
Belum Menikah,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,127,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Manajemen/Administrasi,120,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,9,6,15,0,0,6,9,6,14,0,13,0,0,Graduate
Belum Menikah,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,160,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Tentara,153,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,7,7,6,13,0,0,7,7,6,13,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,121,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Konstruksi/Transportasi,Belum/Tidak Bekerja,117,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,6,7,6,12,0,0,6,7,6,11,0,11,0,2,Graduate
Belum Menikah,Technological specialization diploma holders,1,Social Service,Daytime,Technological specialization course,150,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Manajemen/Administrasi,Spesialis IT/Teknisi,145,Iya,Tidak,Tidak,Iya,Perempuan,Iya,20,Tidak,3,6,6,6,13,0,2,6,6,6,14,0,13,0,0,Graduate
Belum Menikah,1st phase - general contingent,6,Nursing,Daytime,Secondary education,117,Portuguese,Higher Education - Master's,Other - 11th Year of Schooling,Layanan dan Jasa,Belum/Tidak Bekerja,119,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,7,7,7,13,0,0,8,8,8,15,0,12,0,1,Graduate
Belum Menikah,1st phase - general contingent,6,Nursing,Daytime,Secondary education,141,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Tentara,126,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,8,8,7,12,0,0,8,8,7,12,0,10,1,1,Graduate
Belum Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,148,Portuguese,Higher Education - Degree,Higher Education - Degree,Spesialis Pendidikan,Spesialis Pendidikan,137,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,7,7,6,14,0,0,7,7,6,14,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,120,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Layanan dan Jasa,115,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,8,5,13,0,0,6,8,5,14,0,13,0,0,Graduate
Belum Menikah,1st phase - general contingent,2,Nursing,Daytime,Secondary education,132,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Layanan dan Jasa,Konstruksi/Transportasi,127,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,0,8,8,8,12,0,0,8,8,8,12,0,9,0,-3,Graduate
Belum Menikah,1st phase - general contingent,2,Oral Hygiene,Daytime,Secondary education,125,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Spesialis IT/Teknisi,116,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,7,8,7,13,0,0,8,8,8,15,0,16,0,0,Graduate
Sudah Menikah,2nd phase - general contingent,3,Social Service (evening attendance),Evening,Secondary education,123,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Spesialis IT/Teknisi,Spesialis IT/Teknisi,113,Tidak,Tidak,Iya,Tidak,Perempuan,Tidak,18,Tidak,0,6,9,3,10,0,0,6,12,0,0,0,7,2,0,Dropout
Belum Menikah,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,142,Portuguese,Other - 11th Year of Schooling,Other - 11th Year of Schooling,Belum/Tidak Bekerja,Manajemen/Administrasi,132,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,8,5,15,0,0,6,7,5,12,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,4,Nursing,Daytime,Secondary education,148,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Manajemen/Administrasi,Spesialis IT/Teknisi,132,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,7,7,6,13,0,0,7,7,6,13,0,7,2,0,Graduate
Belum Menikah,2nd phase - general contingent,5,Nursing,Daytime,Secondary education,136,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Layanan dan Jasa,Spesialis IT/Teknisi,130,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,7,7,6,12,0,0,7,7,6,12,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,4,Nursing,Daytime,Secondary education,123,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Tentara,116,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,0,7,7,7,12,0,0,8,12,8,12,0,16,0,0,Graduate
Belum Menikah,1st phase - general contingent,2,Communication Design,Daytime,Secondary education,135,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,134,Iya,Tidak,Tidak,Iya,Perempuan,Iya,22,Tidak,0,6,10,5,10,0,0,6,7,5,12,0,12,3,-1,Graduate
Belum Menikah,1st phase - general contingent,2,Social Service,Daytime,Secondary education,136,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Spesialis IT/Teknisi,139,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,7,6,13,0,0,6,6,6,14,0,9,0,-3,Graduate
Belum Menikah,2nd phase - general contingent,3,Management,Daytime,Secondary education,142,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Layanan dan Jasa,Direktur/Manager,129,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,5,5,5,13,0,0,5,6,4,12,0,9,0,-3,Graduate
Belum Menikah,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,127,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Manajemen/Administrasi,Konstruksi/Transportasi,125,Tidak,Tidak,Iya,Iya,Perempuan,Iya,18,Tidak,0,6,7,1,14,0,0,6,6,0,0,0,15,2,-4,Dropout
Belum Menikah,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,131,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Tentara,129,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,4,8,8,8,13,0,1,6,8,5,14,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,134,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Manajemen/Administrasi,128,Iya,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,5,7,5,12,0,0,5,8,5,12,0,10,1,1,Graduate
Belum Menikah,2nd phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,142,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,139,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,7,6,13,0,0,6,6,6,12,0,13,0,0,Graduate
Belum Menikah,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,128,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,7,7,7,14,0,0,8,9,8,15,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,4,Nursing,Daytime,Secondary education,125,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Direktur/Manager,Direktur/Manager,117,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,7,10,7,13,0,0,8,8,8,13,0,15,2,-4,Graduate
Belum Menikah,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,120,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Layanan dan Jasa,Konstruksi/Transportasi,115,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,6,7,6,14,0,0,6,7,6,12,0,12,0,1,Graduate
Belum Menikah,2nd phase - general contingent,2,Social Service,Daytime,Secondary education,125,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis IT/Teknisi,Spesialis IT/Teknisi,118,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,9,5,11,0,0,6,9,4,11,0,8,1,3,Graduate
Belum Menikah,Over 23 years old,1,Nursing,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Manajemen/Administrasi,120,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,25,Tidak,0,8,8,8,13,0,0,8,8,8,13,0,9,0,-3,Graduate
Belum Menikah,1st phase - general contingent,4,Nursing,Daytime,Secondary education,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,119,Iya,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,7,7,6,12,0,0,8,11,7,12,0,12,0,1,Graduate
Belum Menikah,2nd phase - general contingent,6,Nursing,Daytime,Secondary education,143,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Spesialis IT/Teknisi,Spesialis IT/Teknisi,133,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,7,7,7,13,0,0,8,9,8,13,0,11,0,2,Graduate
Belum Menikah,2nd phase - general contingent,1,Equinculture,Daytime,Secondary education,147,Portuguese,Higher Education - Master's,Secondary Education - 12th Year of Schooling or Eq.,Spesialis Pendidikan,Tentara,141,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,6,8,6,13,0,0,6,9,4,12,0,13,0,0,Graduate
Sudah Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,142,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Manajemen/Administrasi,Layanan dan Jasa,130,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,7,7,6,13,0,0,7,7,6,13,0,7,2,0,Graduate
Belum Menikah,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,150,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Tentara,100,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,24,Tidak,1,6,11,5,13,0,1,6,12,1,12,0,13,0,0,Dropout
Belum Menikah,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,124,Portuguese,Higher Education - Degree,Higher Education - Degree,Spesialis IT/Teknisi,Manajemen/Administrasi,114,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,21,Tidak,0,6,8,5,12,0,0,6,7,5,11,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,2,Tourism,Daytime,Secondary education,136,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Manajemen/Administrasi,123,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,9,6,13,0,0,6,6,6,12,0,8,1,3,Graduate
Belum Menikah,1st phase - general contingent,1,Social Service,Daytime,Secondary education,116,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Petani/Perikanan/Kehutanan,116,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,6,6,13,0,0,6,6,6,13,0,8,1,3,Graduate
Sudah Menikah,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,127,Portuguese,Other - 11th Year of Schooling,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,123,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,20,Tidak,0,6,6,6,15,0,0,6,6,6,14,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,117,Portuguese,Higher Education - Master's,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis IT/Teknisi,Layanan dan Jasa,123,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,6,6,6,12,0,0,6,8,5,11,0,12,0,1,Graduate
Belum Menikah,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,116,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Konstruksi/Transportasi,127,Iya,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,6,7,6,13,0,0,6,7,6,13,0,13,0,0,Dropout
Belum Menikah,1st phase - general contingent,4,Nursing,Daytime,Secondary education,129,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,117,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,30,Tidak,0,7,7,7,14,0,0,8,8,8,14,0,12,0,1,Graduate
Belum Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,157,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Layanan dan Jasa,Spesialis IT/Teknisi,149,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,8,8,8,14,0,0,8,8,8,14,0,9,0,-3,Graduate
